-0.05,0.00001,0.0,0.0,9.325548007033506e-7,3.028412429247169e-8
-0.05,0.00001,0.0,1000.0,0.0000373016693953501,9.12786546020433e-7
-0.05,0.00001,0.0,3000.0,0.000037603085509735285,1.0012534373292864e-6
-0.05,0.00001,0.0,5000.0,0.000038670838384138366,9.83740992303326e-7
-0.05,0.00001,0.0,7000.0,0.0000358506143599638,9.307696423416189e-7
-0.05,0.00001,-2.0,0.0,9.485931176049278e-7,2.985763566285499e-8
-0.05,0.00001,-2.0,1000.0,0.00003855644701914577,9.805120540613945e-7
-0.05,0.00001,-2.0,3000.0,0.000036848880799933325,9.799709232024176e-7
-0.05,0.00001,-2.0,5000.0,0.00003894693559630361,9.577492675137814e-7
-0.05,0.00001,-2.0,7000.0,0.000038224262836311925,9.957856645679357e-7
-0.05,0.00001,-4.0,0.0,9.533335760161722e-7,3.257586053233173e-8
-0.05,0.00001,-4.0,1000.0,0.00003850888940101154,9.764673707882706e-7
-0.05,0.00001,-4.0,3000.0,0.00003825099129843619,9.611123163951273e-7
-0.05,0.00001,-4.0,5000.0,0.000036202884321381364,9.272864587151174e-7
-0.05,0.00001,-4.0,7000.0,0.00003743361364588541,9.496897894340831e-7
-0.05,0.000013413764885,0.0,0.0,9.364922107213811e-7,2.9345980173185793e-8
-0.05,0.000013413764885,0.0,1000.0,0.00003732014741992175,9.714082599130546e-7
-0.05,0.000013413764885,0.0,3000.0,0.00003693060807408547,9.471764957466399e-7
-0.05,0.000013413764885,0.0,5000.0,0.00003779193646391772,9.751052493859532e-7
-0.05,0.000013413764885,0.0,7000.0,0.000038237247625925394,1.0012667364173536e-6
-0.05,0.000013413764885,-2.0,0.0,9.104071963916055e-7,2.9558215085634655e-8
-0.05,0.000013413764885,-2.0,1000.0,0.00003761136230645664,9.794478811514307e-7
-0.05,0.000013413764885,-2.0,3000.0,0.00003954551927720674,9.460838134190596e-7
-0.05,0.000013413764885,-2.0,5000.0,0.00003775169628444203,9.532516556563551e-7
-0.05,0.000013413764885,-2.0,7000.0,0.000038321177853414967,9.849990419970337e-7
-0.05,0.000013413764885,-4.0,0.0,9.604671204897035e-7,2.9517493569356122e-8
-0.05,0.000013413764885,-4.0,1000.0,0.00003648970329848947,9.070787072853664e-7
-0.05,0.000013413764885,-4.0,3000.0,0.00003896215053558919,9.70151655566159e-7
-0.05,0.000013413764885,-4.0,5000.0,0.00003784425893668389,9.571406021158047e-7
-0.05,0.000013413764885,-4.0,7000.0,0.000038069048201401466,9.548867453749218e-7
-0.05,0.000017992908839,0.0,0.0,9.969576756706665e-7,3.215183160948246e-8
-0.05,0.000017992908839,0.0,1000.0,0.000036878365196875705,9.455180216281941e-7
-0.05,0.000017992908839,0.0,3000.0,0.00003838139489746652,9.851054888633679e-7
-0.05,0.000017992908839,0.0,5000.0,0.00003759253557438087,9.628436737861982e-7
-0.05,0.000017992908839,0.0,7000.0,0.00003671570579400606,9.12628903217378e-7
-0.05,0.000017992908839,-2.0,0.0,9.55866183405931e-7,3.049419315042945e-8
-0.05,0.000017992908839,-2.0,1000.0,0.00003769311777551572,9.243600186792338e-7
-0.05,0.000017992908839,-2.0,3000.0,0.000038114794567450424,9.696341388453458e-7
-0.05,0.000017992908839,-2.0,5000.0,0.000036955741256760604,9.058073584454437e-7
-0.05,0.000017992908839,-2.0,7000.0,0.00003907184709577203,9.994438744941057e-7
-0.05,0.000017992908839,-4.0,0.0,9.377693683274816e-7,2.8801285013320433e-8
-0.05,0.000017992908839,-4.0,1000.0,0.000037624574665453465,1.0014732165977195e-6
-0.05,0.000017992908839,-4.0,3000.0,0.0000380437273992566,9.83691436773381e-7
-0.05,0.000017992908839,-4.0,5000.0,0.00003848324202643039,9.866226870016064e-7
-0.05,0.000017992908839,-4.0,7000.0,0.00003883907701193643,9.691410731248833e-7
-0.05,0.0000241352648763,0.0,0.0,9.919975251800455e-7,3.2052320873301905e-8
-0.05,0.0000241352648763,0.0,1000.0,0.000038526236404285535,9.994760266799053e-7
-0.05,0.0000241352648763,0.0,3000.0,0.00003670992917979698,8.893391386070587e-7
-0.05,0.0000241352648763,0.0,5000.0,0.000039552761240783486,9.798471744973112e-7
-0.05,0.0000241352648763,0.0,7000.0,0.00003926050743237676,9.66716050700602e-7
-0.05,0.0000241352648763,-2.0,0.0,1.028974071940773e-6,3.4576738112375367e-8
-0.05,0.0000241352648763,-2.0,1000.0,0.00003814657853659249,9.65975103115235e-7
-0.05,0.0000241352648763,-2.0,3000.0,0.00003857148957687534,9.861823905037572e-7
-0.05,0.0000241352648763,-2.0,5000.0,0.000039302585833268,1.001396743238322e-6
-0.05,0.0000241352648763,-2.0,7000.0,0.000037039610210602434,9.483364021181397e-7
-0.05,0.0000241352648763,-4.0,0.0,9.272128036039369e-7,2.930798065163121e-8
