# Computed values of expected polymorphisms. Sandpiper
# sandpiper_all
# 2021-01-21 02:50:29.780430839 +01:00
-0.05	0.00001	0	0	0.0000009853173741327369	0.00000002258448376388308	
-0.05	0.00001	0	1000	0.000036798148675991205	0.0000006618319432769607	
-0.05	0.00001	0	2000	0.00003904434000250759	0.0000007156926549158166	
-0.05	0.00001	0	3000	0.000039120559668079504	0.0000006965152987201869	
-0.05	0.00001	0	5000	0.00003872702294900922	0.0000007011805236644128	
-0.05	0.00001	0	7000	0.00003880025272024307	0.0000006874327087227308	
-0.05	0.00001	-2	0	0.000000968462802012316	0.000000022568961063124812	
-0.05	0.00001	-2	1000	0.000037576117480971614	0.000000675892382415965	
-0.05	0.00001	-2	2000	0.00003863323069544574	0.0000006610213333866353	
-0.05	0.00001	-2	3000	0.000037797263754735	0.0000006711127884269251	
-0.05	0.00001	-2	5000	0.0000377544690456623	0.0000006741220689724263	
-0.05	0.00001	-2	7000	0.000037807766319256924	0.0000006944986822432435	
-0.05	0.00001	-4	0	0.0000009333980798606971	0.000000021208000008756088	
-0.05	0.00001	-4	1000	0.00003836428270817584	0.0000007004208345765592	
-0.05	0.00001	-4	2000	0.00003736658873013089	0.0000006803761573795973	
-0.05	0.00001	-4	3000	0.000038093370776218846	0.0000006845133224305685	
-0.05	0.00001	-4	5000	0.000037524512583963395	0.0000006802816619042982	
-0.05	0.00001	-4	7000	0.00003702262833131287	0.0000006898259286834394	
-0.05	0.000013413764885	0	0	0.0000009524780605804965	0.00000002150927501451196	
-0.05	0.000013413764885	0	1000	0.00003892178696712019	0.0000006981933374282682	
-0.05	0.000013413764885	0	2000	0.00003875434520868174	0.0000007239817428669982	
-0.05	0.000013413764885	0	3000	0.00003839816762716342	0.0000007028209735479229	
-0.05	0.000013413764885	0	5000	0.000038451783135210104	0.0000006978595677747779	
-0.05	0.000013413764885	0	7000	0.00003752231860597203	0.0000006771242562517874	
-0.05	0.000013413764885	-2	0	0.0000009472285403453674	0.000000022515860740111147	
-0.05	0.000013413764885	-2	1000	0.00003642950975085482	0.0000006361655184720643	
-0.05	0.000013413764885	-2	2000	0.000038201146345998155	0.0000006953706500636906	
-0.05	0.000013413764885	-2	3000	0.000038855386801047585	0.0000007130948916603894	
-0.05	0.000013413764885	-2	5000	0.000038237117277163194	0.0000006903457967219803	
-0.05	0.000013413764885	-2	7000	0.0000380953462703841	0.0000006599281628903727	
-0.05	0.000013413764885	-4	0	0.0000009512144352854098	0.00000002155959540977789	
-0.05	0.000013413764885	-4	1000	0.00003813899176036155	0.0000006902452034497211	
-0.05	0.000013413764885	-4	2000	0.00003760908381497487	0.0000006596583489196635	
-0.05	0.000013413764885	-4	3000	0.000038267305874245506	0.0000006880178429578153	
-0.05	0.000013413764885	-4	5000	0.000038601778004310015	0.0000006915206246796091	
-0.05	0.000013413764885	-4	7000	0.000036646342704906114	0.000000630819082342414	
-0.05	0.000017992908839	0	0	0.0000009423218879881597	0.000000021358532183152276	
-0.05	0.000017992908839	0	1000	0.00003794132362094587	0.0000006835810953360351	
-0.05	0.000017992908839	0	2000	0.00003734131828165976	0.0000006853477572997203	
-0.05	0.000017992908839	0	3000	0.00003787740625979611	0.0000006980224840348974	
-0.05	0.000017992908839	0	5000	0.0000378048216070136	0.0000007249604735242851	
-0.05	0.000017992908839	0	7000	0.00003761370332202474	0.0000006825324690429991	
-0.05	0.000017992908839	-2	0	0.0000009918583550235325	0.000000023411473815493135	
-0.05	0.000017992908839	-2	1000	0.000038698057842752406	0.0000007182044268290293	
-0.05	0.000017992908839	-2	2000	0.000038769896592478884	0.0000006949096582886275	
-0.05	0.000017992908839	-2	3000	0.00003771703141496296	0.000000694094776090101	
-0.05	0.000017992908839	-2	5000	0.0000375943396602199	0.0000006618670119548394	
-0.05	0.000017992908839	-2	7000	0.00003886221457728507	0.000000690415203978076	
-0.05	0.000017992908839	-4	0	0.0000009825405431218566	0.000000022914891189297966	
-0.05	0.000017992908839	-4	1000	0.000037694981074703304	0.0000006778534313281521	
-0.05	0.000017992908839	-4	2000	0.00003882643211135287	0.000000694797339872695	
-0.05	0.000017992908839	-4	3000	0.000037584643061424394	0.0000006697352556259806	
-0.05	0.000017992908839	-4	5000	0.00003772067355620315	0.0000006750686879498492	
-0.05	0.000017992908839	-4	7000	0.00003868106602014882	0.0000006975297178801408	
-0.05	0.0000241352648763	0	0	0.0000009434551930705239	0.000000021888115988578298	
-0.05	0.0000241352648763	0	1000	0.000037757162657963946	0.0000006946622984618703	
-0.05	0.0000241352648763	0	2000	0.000038318293837562234	0.0000006866131210708105	
-0.05	0.0000241352648763	0	3000	0.00003878986327279035	0.0000006777664358786121	
-0.05	0.0000241352648763	0	5000	0.00003810287806350081	0.0000006732753416360514	
-0.05	0.0000241352648763	0	7000	0.00003741210590246115	0.000000674547383285486	
-0.05	0.0000241352648763	-2	0	0.0000009704671705617431	0.00000002207462181202972	
-0.05	0.0000241352648763	-2	1000	0.00003826063129017794	0.0000006767596194104161	
-0.05	0.0000241352648763	-2	2000	0.00003823266445030462	0.0000006843064976244457	
-0.05	0.0000241352648763	-2	3000	0.000038911483490989155	0.0000007335870146878241	
