# Computed values of expected polymorphisms. Redneck
# redneck_all
# 2021-01-20 05:02:05.091246450 +01:00
-0.05	0.00001	0	0	0.0000009555253200805356	0.000000004345095901447247	
-0.05	0.00001	0	1000	0.0001859046236553484	0.000000657720906052657	
-0.05	0.00001	0	2000	0.00018687760165749383	0.0000006873521880696276	
-0.05	0.00001	0	3000	0.00018748173120346556	0.00000066814165340245	
-0.05	0.00001	0	5000	0.00018643221464153943	0.0000006632895812934984	
-0.05	0.00001	0	7000	0.00018799491233842202	0.0000006889267115727251	
-0.05	0.00001	-2	0	0.000000964545795904949	0.000000004275912978388106	
-0.05	0.00001	-2	1000	0.0001877430130632059	0.0000006667044031736324	
-0.05	0.00001	-2	2000	0.0001882082072891273	0.0000006965756798314994	
-0.05	0.00001	-2	3000	0.00018833024263275385	0.0000006943630555963984	
-0.05	0.00001	-2	5000	0.00018780033272332736	0.0000007294994025583822	
-0.05	0.00001	-2	7000	0.00018651854929121068	0.0000006882457114379258	
-0.05	0.00001	-4	0	0.0000009598504937152804	0.000000004578692225564899	
-0.05	0.00001	-4	1000	0.00018891753139232273	0.0000006887438069921294	
-0.05	0.00001	-4	2000	0.00018568587056729002	0.0000006673033917438111	
-0.05	0.00001	-4	3000	0.0001877213639007801	0.0000006982970405560909	
-0.05	0.00001	-4	5000	0.0001869714569291876	0.0000006594080075142413	
-0.05	0.00001	-4	7000	0.00018773177708105546	0.0000006973219418724246	
-0.05	0.000013413764885	0	0	0.0000009646689754889807	0.000000004442317762509544	
-0.05	0.000013413764885	0	1000	0.000186032837436313	0.0000006771151137695273	
-0.05	0.000013413764885	0	2000	0.00018644189952581253	0.0000006832972569965692	
-0.05	0.000013413764885	0	3000	0.00018780772170429622	0.0000006812663123367167	
-0.05	0.000013413764885	0	5000	0.0001876737641200497	0.0000006893829677048288	
-0.05	0.000013413764885	0	7000	0.00018642193716939041	0.0000006678720850660938	
-0.05	0.000013413764885	-2	0	0.0000009540871274863306	0.000000004490566652498554	
-0.05	0.000013413764885	-2	1000	0.00018666436733064787	0.0000006684256352406258	
-0.05	0.000013413764885	-2	2000	0.00018690529342544902	0.000000683062172458941	
-0.05	0.000013413764885	-2	3000	0.0001872359892197845	0.000000659950326906679	
-0.05	0.000013413764885	-2	5000	0.00018754707029336218	0.0000006769840877337066	
-0.05	0.000013413764885	-2	7000	0.00018734437509445234	0.0000006918882750368573	
